band_singer,ranking,song,title,genre,year
Eric Clapton,19,Change the World,Change the World,['Country'],1996
LL Cool J,20,Hey Lover,Hey Lover,['R&B'],1996
LL Cool J,21,Loungin,Loungin,"['Hip hop', 'R&B']",1996
Jann Arden,22,Insensitive,Insensitive,[],1996
La Bouche,23,Be My Lover,Be My Lover,['Eurodance'],1996
Goo Goo Dolls,24,Name,Name,"['Alternative rock', 'post-grunge']",1996
Jewel,25,Who Will Save Your Soul,Who Will Save Your Soul,[],1996
No Mercy,26,Where Do You Go,Where Do You Go,['Dance-pop'],1996
R. Kelly,27,"[""I Can't Sleep Baby (If I)""]",I Can't Sleep Baby (If I),['R&B'],1996
Dishwalla,28,Counting Blue Cars,Counting Blue Cars,['Alternative rock'],1996
Alanis Morissette,29,You Learn,You Learn/You Oughta Know,[],1996
Joan Osborne,30,One of Us,One of Us,[],1996
Natalie Merchant,31,Wonder,Wonder,[],1996
Mary J. Blige,32,"[""Not Gon' Cry""]",Not Gon' Cry,"['R&B', 'soul']",1996
Coolio,33,"[""Gangsta's Paradise""]",Gangsta's Paradise,"['Hip hop', 'gangsta rap', 'G-funk']",1996
112,34,Only You,Only You,['R&Bhip hop soul'],1996
R. Kelly,35,Down Low (Nobody Has to Know),Down Low (Nobody Has to Know),['R&B'],1996
SWV,36,"[""You're the One""]",You're the One,[],1996
La Bouche,37,Sweet Dreams,Sweet Dreams,['Eurodancehi-NRG'],1996
Monica,38,Before You Walk Out of My Life,Before You Walk Out of My Life/Like This and Like That,['R&B'],1996
Deep Blue Something,39,"[""Breakfast at Tiffany's""]",Breakfast at Tiffany's,[],1996
Coolio,40,"[""1, 2, 3, 4 (Sumpin' New)""]","1, 2, 3, 4 (Sumpin' New)",[],1996
Collective Soul,41,The World I Know,The World I Know,[],1996
Blackstreet,42,No Diggity,No Diggity,['R&Bhip hop'],1996
3T,43,Anything,Anything,[],1996
The Smashing Pumpkins,44,1979,1979,"['Alternative pop', 'art rock', 'pop']",1996
TLC,45,"[""Diggin' on You""]",Diggin' on You,['Pop'],1996
Monica,46,Why I Love You So Much,Why I Love You So Much/Ain't Nobody,[],1996
Total,47,"""Kissin' You""","""Kissin' You""",[],1996
Whitney Houston,48,Count on Me,Count on Me,['R&Bsoulgospel'],1996
Mariah Carey,49,Fantasy,Fantasy,['Pop soul'],1996
Hootie & the Blowfish,50,Time,Time,[],1996
Madonna,51,"[""You'll See""]",You'll See,['Pop'],1996
Az Yet,52,Last Night,Last Night,['R&B'],1996
Merril Bainbridge,53,Mouth,Mouth,[],1996
Color Me Badd,54,"""The Earth, the Sun, the Rain""","""The Earth, the Sun, the Rain""",[],1996
Joe,55,"[""All the Things (Your Man Won't Do)""]",All the Things (Your Man Won't Do),['R&B'],1996
Oasis,56,Wonderwall,Wonderwall,"['Rock', 'Britpop']",1996
Busta Rhymes,57,Woo Hah!! Got You All in Check,Woo Hah!! Got You All in Check/Everything Remains Raw,['Hip hop'],1996
Groove Theory,58,Tell Me,Tell Me,['R&B'],1996
Outkast,59,Elevators (Me & You),Elevators (Me & You),['Hip hopalternative hip hoptrip hop'],1996
Blues Traveler,60,Hook,Hook,['Rock'],1996
LL Cool J,61,"[""Doin' It""]",Doin' It,"['Hip hop', 'dirty rap']",1996
George Michael,62,Fastlove,Fastlove,['Dance-pop'],1996
Case,63,"Touch Me, Tease Me","Touch Me, Tease Me","['R&B', 'hip hop soul']",1996
Kris Kross,64,"[""Tonite's tha Night""]",Tonite's tha Night,"['Hip hop', 'R&B']",1996
Robert Miles,65,Children,Children,['Dream trance'],1996
Adam Clayton,66,Theme from Mission: Impossible,Theme from Mission: Impossible,['Theme music'],1996
BoDeans,67,Closer to Free,Closer to Free,[],1996
No Doubt,68,Just a Girl,Just a Girl,"['Ska punk', 'pop-punk', 'alternative rock', 'new wave']",1996
Aaliyah,69,If Your Girl Only Knew,If Your Girl Only Knew,['Funkpophip hop'],1996
"[""D'Angelo""]",70,Lady,Lady,['Neo soul'],1996
John Mellencamp,71,Key West Intermezzo (I Saw You First),Key West Intermezzo (I Saw You First),[],1996
Ginuwine,72,Pony,Pony,['R&Bhip hop soul'],1996
Keith Sweat,73,Nobody,Nobody,[],1996
Hootie & the Blowfish,74,Old Man & Me (When I Get to Heaven),Old Man & Me (When I Get to Heaven),[],1996
Sheryl Crow,75,If It Makes You Happy,If It Makes You Happy,['Rock'],1996
Sophie B. Hawkins,76,As I Lay Me Down,As I Lay Me Down,['Pop'],1996
MC Lyte,77,"[""Keep On, Keepin' On""]","Keep On, Keepin' On","['Hip hop', 'R&B']",1996
Natalie Merchant,78,"""Jealousy""","""Jealousy""",[],1996
Melissa Etheridge,79,I Want to Come Over,I Want to Come Over,[],1996
Deborah Cox,80,Who Do U Love,Who Do U Love,[],1996
Toni Braxton,81,Un-Break My Heart,Un-Break My Heart,"['Pop', 'R&B']",1996
Amber,82,This Is Your Night,This Is Your Night,"['Eurodance', 'house', 'club', 'dance-pop']",1996
R. Kelly,83,You Remind Me of Something,You Remind Me of Something,['R&B'],1996
Janet Jackson,84,Runaway,Runaway,"['Pop', 'dance', 'Worldbeat']",1996
Planet Soul,85,Set U Free,Set U Free,['Techno'],1996
New Edition,86,Hit Me Off,Hit Me Off,[],1996
Total,87,No One Else,No One Else,['R&Bhip hop soul'],1996
"[""Ghost Town DJ's""]",88,My Boo,My Boo,['R&BMiami bassChicago house'],1996
Junior M.A.F.I.A.,89,Get Money,Get Money,['Hip  hop'],1996
Maxi Priest,90,That Girl,That Girl,[],1996
Do or Die,91,Po Pimp,Po Pimp,['Hip hop'],1996
Metallica,92,Until It Sleeps,Until It Sleeps,['Alternative rock'],1996
Crucial Conflict,93,Hay,Hay,"['Midwest hip hop', '; Rap Rock']",1996
Ace of Base,94,Beautiful Life,Beautiful Life,['Techno'],1996
Take That,95,Back for Good,Back for Good,['Pop'],1996
Pearl Jam,96,I Got Id,I Got Id,"['Alternative rock', 'grunge']",1996
Faith Evans,97,Soon as I Get Home,Soon as I Get Home,[],1996
Los del Río,98,Macarena,Macarena,"['Flamenco', 'pop']",1996
Hootie & the Blowfish,99,Only Wanna Be with You,Only Wanna Be with You,"['Alternative rock', 'roots rock']",1996
Seal,100,"[""Don't Cry""]",Don't Cry,"['Pop', 'soul', 'R&B']",1996
Elton John,1,Candle in the Wind 1997,Candle in the Wind 1997/Something About the Way You Look Tonight,['Pop rock'],1997
Jewel,2,You Were Meant for Me,You Were Meant for Me/Foolish Games,[],1997
Puff Daddy,3,"[""I'll Be Missing You""]",I'll Be Missing You,['Hip hopR&Bsoul'],1997
Toni Braxton,4,Un-Break My Heart,Un-Break My Heart,"['Pop', 'R&B']",1997
Puff Daddy,5,"[""Can't Nobody Hold Me Down""]",Can't Nobody Hold Me Down,['Hip hop'],1997
R. Kelly,6,I Believe I Can Fly,I Believe I Can Fly,"['R&B', 'soul', 'gospel']",1997
En Vogue,7,"[""Don't Let Go (Love)""]",Don't Let Go (Love),['R&B'],1997
Mark Morrison,8,Return of the Mack,Return of the Mack,"['R&B', 'new jack swing']",1997
LeAnn Rimes,9,How Do I Live,How Do I Live,['Country'],1997
Spice Girls,10,Wannabe,Wannabe,['Dance-pop'],1997
Backstreet Boys,11,Quit Playing Games (With My Heart),Quit Playing Games (With My Heart),"['Pop', 'R&B']",1997
Hanson,12,MMMBop,MMMBop,"['Pop rock', 'teen pop']",1997
Monica,13,For You I Will,For You I Will,"['Pop', 'R&B']",1997
Usher,14,You Make Me Wanna...,You Make Me Wanna...,"['R&B', 'soul', 'pop']",1997
Meredith Brooks,15,Bitch,Bitch,['Alternative rock'],1997
Keith Sweat,16,Nobody,Nobody,[],1997
Third Eye Blind,17,Semi-Charmed Life,Semi-Charmed Life,"['Alternative rock', 'power pop', 'pop rock']",1997
Duncan Sheik,18,Barely Breathing,Barely Breathing,"['Pop rock', 'folk-pop']",1997
Az Yet,19,"[""Hard to Say I'm Sorry""]",Hard to Say I'm Sorry,['Soft rock'],1997
The Notorious B.I.G.,20,Mo Money Mo Problems,Mo Money Mo Problems,['Hip hop'],1997
The Verve Pipe,21,The Freshmen,The Freshmen,"['Alternative rock', 'post-grunge']",1997
Savage Garden,22,I Want You,I Want You,['Synth-pop'],1997
Blackstreet,23,No Diggity,No Diggity,['R&Bhip hop'],1997
Rome,24,I Belong to You (Every Time I See Your Face),I Belong to You (Every Time I See Your Face),['R&B'],1997
The Notorious B.I.G.,25,Hypnotize,Hypnotize,['Hip hop'],1997
Babyface,26,Every Time I Close My Eyes,Every Time I Close My Eyes,['R&Bsoulsmooth jazz'],1997
Dru Hill,27,In My Bed,In My Bed,"['R&B', 'soul']",1997
Spice Girls,28,"[""Say You'll Be There""]",Say You'll Be There,['Dance-popR&B'],1997
Robyn,29,Do You Know (What It Takes),Do You Know (What It Takes),['Dance-popR&B'],1997
Boyz II Men,30,4 Seasons of Loneliness,4 Seasons of Loneliness,[],1997
Changing Faces,31,G.H.E.T.T.O.U.T.,G.H.E.T.T.O.U.T.,[],1997
Mariah Carey,32,Honey,Honey,"['Hip hop', 'R&B']",1997
Whitney Houston,33,I Believe in You and Me,I Believe in You and Me,"['Soul', 'ballad']",1997
Freak Nasty,34,"[""Da' Dip""]",Da' Dip,['Miami bass'],1997
Spice Girls,35,2 Become 1,2 Become 1,"['Pop', 'adult contemporary']",1997
Sister Hazel,36,All for You,All for You,"['Jangle-rock', 'alternative rock']",1997
112,37,Cupid,Cupid,['R&B'],1997
Paula Cole,38,Where Have All the Cowboys Gone?,Where Have All the Cowboys Gone?,[],1997
Shawn Colvin,39,Sunny Came Home,Sunny Came Home,['Folk rock'],1997
Tim McGraw,40,"[""It's Your Love""]",It's Your Love,['Country'],1997
Gina G,41,Ooh Aah... Just a Little Bit,Ooh Aah... Just a Little Bit,['Eurodance'],1997
Merril Bainbridge,42,Mouth,Mouth,[],1997
Allure,43,All Cried Out,All Cried Out,['PopR&B'],1997
New Edition,44,"[""I'm Still in Love with You""]",I'm Still in Love with You,"['R&B', 'pop', 'soul']",1997
98 Degrees,45,Invisible Man,Invisible Man,[],1997
" Kim"", ",46,Not Tonight,Not Tonight,"['Hip hop', 'R&B']",1997
Bone Thugs-n-Harmony,47,Look into My Eyes,Look into My Eyes,['Hip hop'],1997
702,48,Get It Together,Get It Together,['R&B'],1997
Celine Dion,49,All by Myself,All by Myself,['Soft rock'],1997
Celine Dion,50,"[""It's All Coming Back to Me Now""]",It's All Coming Back to Me Now,['Soft rock'],1997
" for the People"", ",51,My Love Is the Shhh!,My Love Is the Shhh!,['R&B'],1997
No Mercy,52,Where Do You Go,Where Do You Go,['Dance-pop'],1997
Barbra Streisand,53,I Finally Found Someone,I Finally Found Someone,[],1997
Foxy Brown,54,"[""I'll Be""]",I'll Be,['Hip hop'],1997
Sheryl Crow,55,If It Makes You Happy,If It Makes You Happy,['Rock'],1997
Dru Hill,56,Never Make a Promise,Never Make a Promise,"['R&B', 'soul']",1997
Journey,57,When You Love a Woman,When You Love a Woman,[],1997
Magoo and Timbaland,58,Up Jumps da Boogie,Up Jumps da Boogie,['Hip hop'],1997
Toni Braxton,59,"t Want To"", ",I Don't Want To/I Love Me Some Him,['R&B'],1997
Sheryl Crow,60,Everyday Is a Winding Road,Everyday Is a Winding Road,['Pop'],1997
MC Lyte,61,Cold Rock a Party,Cold Rock a Party,[],1997
Ginuwine,62,Pony,Pony,['R&Bhip hop soul'],1997
Sarah McLachlan,63,Building a Mystery,Building a Mystery,[],1997
Donna Lewis,64,I Love You Always Forever,I Love You Always Forever,['Pop'],1997
White Town,65,Your Woman,Your Woman,"['Alternative pop', 'funk', 'electropop', 'boom bap']",1997
Coolio,66,C U When U Get There,C U When U Get There,[],1997
Eric Clapton,67,Change the World,Change the World,['Country'],1997
B-Rock and the Bizz,68,My Baby Daddy,My Baby Daddy,"['Comedy hip hop', 'Miami bass', 'Dance-pop']",1997
Chumbawamba,69,Tubthumping,Tubthumping,"['Dance-rock', 'alternative rock', 'dance-punk']",1997
R. Kelly,70,Gotham City,Gotham City,['R&Bsoulgospel'],1997
Az Yet,71,Last Night,Last Night,['R&B'],1997
[],72,ESPN Presents The Jock Jam,ESPN Presents The Jock Jam,"['Mash-up', 'house', 'dance']",1997
Heavy D,73,Big Daddy,Big Daddy,['Hip hopR&B'],1997
Total,74,What About Us,What About Us,"['R&B', 'hip hop soul']",1997
Scarface,75,Smile,Smile,"['Hip hop', 'R&B']",1997
Montell Jordan,76,"[""What's on Tonight""]",What's on Tonight,['R&B'],1997
Bruce Springsteen,77,Secret Garden,Secret Garden,['Soft rock'],1997
Aaliyah,78,The One I Gave My Heart To,The One I Gave My Heart To,"['Pop', 'R&B']",1997
Seal,79,Fly Like an Eagle,Fly Like an Eagle,[],1997
" Kim"", ",80,No Time,No Time,['Dirty rap'],1997
Luscious Jackson,81,Naked Eye,Naked Eye,[],1997
Los del Río,82,Macarena,Macarena,"['Flamenco', 'pop']",1997
Erykah Badu,83,On & On,On & On,['Neo soul'],1997
Joe,84,"[""Don't Wanna Be a Player""]",Don't Wanna Be a Player,['R&B'],1997
Warren G,85,I Shot the Sheriff,I Shot the Sheriff,['Reggae'],1997
Brian McKnight,86,"[""You Should Be Mine (Don't Waste Your Time)""]",You Should Be Mine (Don't Waste Your Time),['R&Bhip hop soul'],1997
Madonna,87,"[""Don't Cry for Me Argentina""]",Don't Cry for Me Argentina,['Pop'],1997
SWV,88,Someone,Someone,"['R&B', 'hip hop']",1997
Michael Bolton,89,Go the Distance,Go the Distance,['Show tune'],1997
Real McCoy,90,One More Time,One More Time,"['Eurodance', 'hi-NRG']",1997
Next,91,"""Butta Love""","""Butta Love""",[],1997
Mr. President,92,Coco Jamboo,Coco Jamboo,"['Eurodance', 'reggae fusion']",1997
Keith Sweat,93,Twisted,Twisted,['R&B'],1997
Aqua,94,Barbie Girl,Barbie Girl,['Bubblegum pop'],1997
The Cranberries,95,"re Gone"", ",When You're Gone/Free to Decide,[],1997
DJ Kool,96,Let Me Clear My Throat,Let Me Clear My Throat,"['Hip hop', 'go-go']",1997
The Blackout All-Stars,97,I Like It,I Like It,['Boogaloo'],1997
Toni Braxton,98,re Makin,You're Makin' Me High/Let It Flow,['R&B'],1997
Madonna,99,You Must Love Me,You Must Love Me,[],1997
Ray J,100,Let It Go,Let It Go,['R&B'],1997
Next,1,Too Close,Too Close,[],1998
Brandy,2,The Boy Is Mine,The Boy Is Mine,"['R&B', 'pop']",1998
Shania Twain,3,"[""You're Still the One""]",You're Still the One,['Country pop'],1998
Savage Garden,4,Truly Madly Deeply,Truly Madly Deeply,['Pop'],1998
LeAnn Rimes,5,How Do I Live,How Do I Live,['Country'],1998
Janet,6,Together Again,Together Again,"['Dance-pop', 'house']",1998
K-Ci & JoJo,7,All My Life,All My Life,['R&Bsoul'],1998
Elton John,8,Candle in the Wind 1997,Candle in the Wind 1997/Something About the Way You Look Tonight,['Pop rock'],1998
Usher,9,Nice & Slow,Nice & Slow,['R&Bpopsoul'],1998
Paula Cole,10,"[""I Don't Want to Wait""]",I Don't Want to Wait,[],1998
Third Eye Blind,11,"[""How's It Going to Be""]",How's It Going to Be,['Alternative rock'],1998
"[""Destiny's Child""]",12,"No, No, No","No, No, No",['R&B'],1998
Celine Dion,13,My Heart Will Go On,My Heart Will Go On,['Pop'],1998
Will Smith,14,"[""Gettin' Jiggy wit It""]",Gettin' Jiggy wit It,[],1998
Usher,15,You Make Me Wanna...,You Make Me Wanna...,"['R&B', 'soul', 'pop']",1998
Usher,16,My Way,My Way,[],1998
Mariah Carey,17,My All,My All,['Latin popR&B'],1998
Monica,18,The First Night,The First Night,"['R&B', 'hip hop soul']",1998
Puff Daddy,19,Been Around the World,Been Around the World,['Pop-rapEast Coast hip hopdance'],1998
Sarah McLachlan,20,Adia,Adia,[],1998
Jennifer Paige,21,Crush,Crush,['Teen pop'],1998
Backstreet Boys,22,"[""Everybody (Backstreet's Back)""]",Everybody (Backstreet's Back),['Pop'],1998
Aerosmith,23,"[""I Don't Want to Miss a Thing""]",I Don't Want to Miss a Thing,"['Hard rock', 'pop rock', 'glam metal']",1998
Public Announcement,24,"[""Body Bumpin' (Yippie-Yi-Yo)""]",Body Bumpin' (Yippie-Yi-Yo),['R&B'],1998
Faith Hill,25,This Kiss,This Kiss,['Country pop'],1998
Uncle Sam,26,"[""I Don't Ever Want to See You Again""]",I Don't Ever Want to See You Again,[],1998
Montell Jordan,27,"[""Let's Ride""]",Let's Ride,[],1998
Marcy Playground,28,Sex and Candy,Sex and Candy,['Post-grunge'],1998
Robyn,29,Show Me Love,Show Me Love,['Teen pop'],1998
Boyz II Men,30,A Song for Mama,A Song for Mama,['R&Bsoul'],1998
Mase,31,What You Want,What You Want,"['Hip hop', 'R&B']",1998
Madonna,32,Frozen,Frozen,['Electronicadowntempo'],1998
Wyclef Jean,33,Gone till November,Gone till November,[],1998
LSG,34,My Body,My Body,[],1998
Chumbawamba,35,Tubthumping,Tubthumping,"['Dance-rock', 'alternative rock', 'dance-punk']",1998
Lord Tariq and Peter Gunz,36,Deja Vu (Uptown Baby),Deja Vu (Uptown Baby),['East Coast hip hop'],1998
"[""'N Sync""]",37,I Want You Back,I Want You Back,"['Dance-pop', 'pop']",1998
Five,38,When the Lights Go Out,When the Lights Go Out,['Pop'],1998
Jon B.,39,"[""They Don't Know""]",They Don't Know,['R&B'],1998
Master P,40,"[""Make 'Em Say Uhh!""]",Make 'Em Say Uhh!,['Hip hop'],1998
Nicole,41,Make It Hot,Make It Hot,['R&Bhip hop soul'],1998
All Saints,42,Never Ever,Never Ever,['PopsoulR&B'],1998
Janet,43,I Get Lonely,I Get Lonely,['R&Bsoul'],1998
Mase,44,Feel So Good,Feel So Good,[],1998
Voices of Theory,45,Say It,Say It,['R&B'],1998
Billie Myers,46,Kiss the Rain,Kiss the Rain,[],1998
Puff Daddy,47,Come with Me,Come with Me,['Rap rock'],1998
Sylk-E. Fyne,48,Romeo and Juliet,Romeo and Juliet,"['Hip hop', 'R&B']",1998
Mýa,49,"[""It's All About Me""]",It's All About Me,['Psychedelic R&B'],1998
Hanson,50,I Will Come to You,I Will Come to You,[],1998
Barenaked Ladies,51,One Week,One Week,"['Alternative rock', 'pop', 'rap rock', 'pop rock']",1998
K. P. & Envyi,52,Swing My Way,Swing My Way,"['Miami bass', '']",1998
Xscape,53,The Arms of the One Who Loves You,The Arms of the One Who Loves You,"['R&B', 'pop', 'soul']",1998
" for the People"", ",54,My Love Is the Shhh!,My Love Is the Shhh!,['R&B'],1998
Tatyana Ali,55,"[""Daydreamin'""]",Daydreamin',"['Hip hop', 'R&B']",1998
Dru Hill,56,"[""We're Not Making Love No More""]",We're Not Making Love No More,['R&B'],1998
Third Eye Blind,57,Semi-Charmed Life,Semi-Charmed Life,"['Alternative rock', 'power pop', 'pop rock']",1998
Lisa Loeb,58,I Do,I Do,['Pop'],1998
Mase,59,"[""Lookin' at Me""]",Lookin' at Me,['Hip hop'],1998
LeAnn Rimes,60,Looking Through Your Eyes,Looking Through Your Eyes,['Adult contemporary'],1998
Divine,61,Lately,Lately,['R&B'],1998
Backstreet Boys,62,Quit Playing Games (With My Heart),Quit Playing Games (With My Heart),"['Pop', 'R&B']",1998
Next,63,"""I Still Love You""","""I Still Love You""",[],1998
INOJ,64,Time After Time,Time After Time,['Pop'],1998
Jimmy Ray,65,Are You Jimmy Ray?,Are You Jimmy Ray?,"['Rockabilly', 'pop', 'hip hop', 'alternative rock']",1998
Ace of Base,66,Cruel Summer,Cruel Summer,['Popfunknew wavepost-disco'],1998
Master P,67,I Got the Hook Up,I Got the Hook Up,['Hip hop'],1998
Puff Daddy,68,Victory,Victory,"['East Coast hip hop', 'mafioso rap']",1998
Spice Girls,69,Too Much,Too Much,"['Pop', 'doo-wop', 'R&B']",1998
Pras Michel,70,Ghetto Supastar (That Is What You Are),Ghetto Supastar (That Is What You Are),['Hip hopR&B'],1998
Dru Hill,71,How Deep Is Your Love,How Deep Is Your Love,"['R&B', 'hip hop']",1998
Kelly Price,72,Friend of Mine,Friend of Mine,['R&B'],1998
Busta Rhymes,73,Turn It Up (Remix)/Fire It Up,Turn It Up (Remix)/Fire It Up,['Hip hop'],1998
Edwin McCain,74,"[""I'll Be""]",I'll Be,[],1998
Madonna,75,Ray of Light,Ray of Light,"['EDM', 'acid house', 'psychedelic pop', 'dance-pop', 'electronic rock', 'disco']",1998
Sister Hazel,76,All for You,All for You,"['Jangle-rock', 'alternative rock']",1998
Monifah,77,Touch It,Touch It,[],1998
The Lox,78,"Money, Power & Respect","Money, Power & Respect",['East Coast hip hopmafioso rap'],1998
The Verve,79,Bitter Sweet Symphony,Bitter Sweet Symphony,"['Britpop', 'alternative rock', 'symphonic rock']",1998
Busta Rhymes,80,Dangerous,Dangerous,['Hip hop'],1998
Spice Girls,81,Spice Up Your Life,Spice Up Your Life,"['Dance-pop', 'Latin pop']",1998
98 Degrees,82,Because of You,Because of You,[],1998
Loreena McKennitt,83,"[""The Mummers' Dance""]",The Mummers' Dance,[],1998
Allure,84,All Cried Out,All Cried Out,['PopR&B'],1998
Big Punisher,85,Still Not a Player,Still Not a Player,"['East Coast hip hop', 'dirty rap', 'hip hop soul']",1998
Aaliyah,86,The One I Gave My Heart To,The One I Gave My Heart To,"['Pop', 'R&B']",1998
Jewel,87,Foolish Games,Foolish Games/You Were Meant for Me,['Pop'],1998
INOJ,88,Love You Down,Love You Down,"['R&B', 'pop']",1998
2Pac,89,Do for Love,Do for Love,['Hip hophip hop soulR&B'],1998
Luke,90,Raise the Roof,Raise the Roof,"['Hip hop', 'Miami bass']",1998
Nu Flavor,91,"""Heaven""","""Heaven""",[],1998
JD,92,The Party Continues,The Party Continues,['Hip hop'],1998
Missy Elliott,93,Sock It 2 Me,Sock It 2 Me,"['Hip hop', 'R&B']",1998
Next,94,"""Butta Love""","""Butta Love""",[],1998
Aretha Franklin,95,A Rose Is Still a Rose,A Rose Is Still a Rose,"['R&B', 'neo soul', 'hip hop soul']",1998
Boyz II Men,96,4 Seasons of Loneliness,4 Seasons of Loneliness,[],1998
LL Cool J,97,Father,Father,"['Hip hop', 'gospel']",1998
Gerald Levert,98,"""Thinkin' Bout It""","""Thinkin' Bout It""",[],1998
Deborah Cox,99,"[""Nobody's Supposed to Be Here""]",Nobody's Supposed to Be Here,['R&Bsoul'],1998
TQ,100,Westside,Westside,['R&B'],1998
Cher,1,Believe,Believe,"['Dance-pop', 'electropop']",1999
TLC,2,No Scrubs,No Scrubs,"['R&B', 'hip-pop']",1999
Monica,3,Angel of Mine,Angel of Mine,['R&B'],1999
Whitney Houston,4,Heartbreak Hotel,Heartbreak Hotel,"['R&B', 'pop']",1999
Britney Spears,5,...Baby One More Time,...Baby One More Time,['Teen popdance-pop'],1999
Sixpence None the Richer,6,Kiss Me,Kiss Me,"['Pop', 'alternative rock']",1999
